OrderID,OrderDate,CustomerID,CustomerName,Country,ProductID,ProductCategory,ProductName,Quantity,UnitPrice,TotalPrice,SalesRegion
645,8/29/2023,645,Biddy Penas,China,645,Outdoor Gear,Electric Fondue Pot,82,1006.68,82547.76,error: undefined method `first' for nil:NilClass
646,4/15/2026,646,Taite Norgan,Nicaragua,646,Home Decor,Craft Beer Mustard,94,93.18,8758.92,error: undefined method `first' for nil:NilClass
647,6/10/2023,647,Benjamen Attac,Greece,647,Pet Supplies,Cocoa Powder,25,141.21,3530.25,error: undefined method `first' for nil:NilClass
648,6/13/2026,648,Bertie Enrique,Israel,648,Beauty Products,Couscous Mix,72,1613.72,116187.84,error: undefined method `first' for nil:NilClass
649,6/26/2022,649,Tibold Wisham,Indonesia,649,Beauty Products,Kids' Crafting Station,50,958.09,47904.5,error: undefined method `first' for nil:NilClass
650,3/28/2025,650,Rem Thominga,Russia,650,Pet Supplies,Wireless Gaming Mouse,79,556.05,43927.95,error: undefined method `first' for nil:NilClass
651,5/29/2024,651,Edna Ambage,China,651,Outdoor Gear,Yoga Strap,82,1380.76,113222.32,error: undefined method `first' for nil:NilClass
652,3/8/2024,652,Kippy Alleburton,Estonia,652,Clothing,Pet Training Pads,71,25.58,1816.18,error: undefined method `first' for nil:NilClass
653,9/12/2022,653,Kailey Waslin,China,653,Electronics,Ramen Noodle Soup Cups,83,725.09,60182.47,error: undefined method `first' for nil:NilClass
654,3/30/2024,654,Barnett Questier,Nigeria,654,Clothing,Sweet and Spicy Barbecue Sauce,2,511.29,1022.58,error: undefined method `first' for nil:NilClass
655,8/12/2024,655,Brenden Pomfrett,China,655,Outdoor Gear,Weighted Blanket for Adults,33,1854.41,61195.53,error: undefined method `first' for nil:NilClass
656,12/14/2025,656,Sandy Ninotti,Papua New Guinea,656,Clothing,Arcade Game Machine,34,449.05,15267.7,error: undefined method `first' for nil:NilClass
657,11/20/2020,657,Alejandra Hallagan,Indonesia,657,Home Decor,Sesame Seeds,93,251.25,23366.25,error: undefined method `first' for nil:NilClass
658,4/1/2022,658,Milty O'Curran,China,658,Pet Supplies,Honey Graham Crackers,77,825.36,63552.72,error: undefined method `first' for nil:NilClass
659,2/20/2025,659,Lina Knowles,Kazakhstan,659,Home Decor,Coffee Subscription Service,6,681.13,4086.78,error: undefined method `first' for nil:NilClass
660,8/13/2026,660,Shaylyn Robiot,China,660,Clothing,Chipotle Black Bean Burger,29,626.6,18171.4,error: undefined method `first' for nil:NilClass
661,1/18/2021,661,Lynnelle Girvin,El Salvador,661,Outdoor Gear,Electric Razor,21,875.79,18391.59,error: undefined method `first' for nil:NilClass
662,4/29/2020,662,Perrine Commings,China,662,Outdoor Gear,Organic Cucumber,34,1155.38,39282.92,error: undefined method `first' for nil:NilClass
663,8/27/2021,663,Rosamond Meert,Thailand,663,Electronics,Sliced Cucumbers,21,476.56,10007.76,error: undefined method `first' for nil:NilClass
664,6/14/2020,664,Phillipe Hollingshead,South Africa,664,Home Decor,Chocolate Chip Pancake Mix,34,912.51,31025.34,error: undefined method `first' for nil:NilClass
665,9/7/2026,665,Ediva Craufurd,Brazil,665,Beauty Products,Creamy Ranch Dressing,91,1545.29,140621.39,error: undefined method `first' for nil:NilClass
666,3/2/2023,666,Zedekiah Nappin,Panama,666,Clothing,Miso Dressing,63,1410.61,88868.43,error: undefined method `first' for nil:NilClass
667,1/2/2022,667,Danika Stokoe,Netherlands,667,Beauty Products,Chocolate Chip Muffins,76,835.74,63516.24,error: undefined method `first' for nil:NilClass
668,3/30/2025,668,Kat Acland,Thailand,668,Pet Supplies,Blue Corn Tortilla Chips,33,1527.21,50397.93,error: undefined method `first' for nil:NilClass
669,5/2/2023,669,Elisabeth Letcher,China,669,Home Decor,Smartphone Camera Lens Kit,55,1718.85,94536.75,error: undefined method `first' for nil:NilClass
670,2/14/2023,670,Kaila Nono,Egypt,670,Clothing,Golf Polo Shirt,11,531.61,5847.71,error: undefined method `first' for nil:NilClass
671,7/8/2022,671,Ethelda Scoterbosh,Belarus,671,Outdoor Gear,Self-Inflating Camping Mattress,42,363.92,15284.64,error: undefined method `first' for nil:NilClass
672,10/11/2020,672,Oates Challiss,China,672,Beauty Products,Digital Kitchen Timer,74,1849.47,136860.78,error: undefined method `first' for nil:NilClass
673,4/23/2022,673,Kylen Downton,France,673,Pet Supplies,Ergonomic Mouse Pad with Wrist Support,83,1017.59,84459.97,error: undefined method `first' for nil:NilClass
674,1/4/2020,674,Guilbert Craisford,Philippines,674,Clothing,Luxury Yoga Mat,51,527.99,26927.49,error: undefined method `first' for nil:NilClass
675,3/16/2022,675,Gaby Iveans,Brazil,675,Beauty Products,Lemon Herb Chicken,69,1850.81,127705.89,error: undefined method `first' for nil:NilClass
676,4/11/2026,676,Skelly Leddie,Russia,676,Outdoor Gear,Kitchen Knife Sharpening System,69,1075.43,74204.67,error: undefined method `first' for nil:NilClass
677,7/3/2023,677,Arv O'Shevlin,Brazil,677,Outdoor Gear,Magic Color-Changing Mug,91,0.98,89.18,error: undefined method `first' for nil:NilClass
678,8/16/2020,678,Nollie Lowman,Thailand,678,Pet Supplies,Artisan Cornbread Mix,96,1187.47,113997.12,error: undefined method `first' for nil:NilClass
679,1/9/2022,679,Anabelle Gladding,China,679,Beauty Products,Compact Hair Dryer,92,1224.02,112609.84,error: undefined method `first' for nil:NilClass
680,4/25/2020,680,Nerte Cudbird,China,680,Home Decor,Comfortable Bed Pillow,48,579.71,27826.08,error: undefined method `first' for nil:NilClass
681,6/24/2022,681,Harris Snugg,Canada,681,Electronics,Apple Cinnamon Instant Oatmeal,30,1669.46,50083.8,error: undefined method `first' for nil:NilClass
682,3/30/2022,682,Livia Ivashnyov,United States,682,Beauty Products,Aeropress Coffee Maker,56,1221.94,68428.64,error: undefined method `first' for nil:NilClass
683,5/8/2022,683,Merrick Flode,Uganda,683,Electronics,Herbed Goat Cheese,13,815.19,10597.47,error: undefined method `first' for nil:NilClass
684,4/9/2023,684,Izaak Morphew,Uruguay,684,Pet Supplies,Biodegradable Phone Case,8,1114.11,8912.88,error: undefined method `first' for nil:NilClass
685,8/9/2026,685,Ivar Josefer,Brazil,685,Beauty Products,Pet Hair Removal Roller,57,923.98,52666.86,error: undefined method `first' for nil:NilClass
686,10/26/2023,686,Emmalynn Lang,France,686,Electronics,Car Diagnostic Scanner,86,1956.31,168242.66,error: undefined method `first' for nil:NilClass
687,6/17/2026,687,Ivette Haney`,China,687,Beauty Products,Cinnamon Sugar Donuts,88,65.8,5790.4,error: undefined method `first' for nil:NilClass
688,6/24/2026,688,Ab Coucher,Indonesia,688,Pet Supplies,Roasted Red Pepper Dip,94,1267.33,119129.02,error: undefined method `first' for nil:NilClass
689,1/4/2021,689,Neilla Meenan,Peru,689,Home Decor,Sushi Roll Kit,18,921.96,16595.28,error: undefined method `first' for nil:NilClass
690,1/17/2026,690,Mel Dollman,Portugal,690,Pet Supplies,Pesto Genovese,73,240.85,17582.05,error: undefined method `first' for nil:NilClass
691,3/20/2023,691,Karly Gladstone,Tunisia,691,Beauty Products,Garden Hose Reel,15,121.7,1825.5,error: undefined method `first' for nil:NilClass
692,2/22/2024,692,Nerti Sunderland,Thailand,692,Pet Supplies,Peach Fruit Cups,29,380.69,11040.01,error: undefined method `first' for nil:NilClass
693,1/23/2020,693,Alyosha Karpychev,Indonesia,693,Clothing,Vanilla Almond Granola,17,945.58,16074.86,error: undefined method `first' for nil:NilClass
694,7/11/2021,694,Jasmina Gorch,Czech Republic,694,Electronics,Ginger Turmeric Tea,91,1855.62,168861.42,error: undefined method `first' for nil:NilClass
695,10/31/2023,695,Lena Inchcomb,Canada,695,Clothing,Creamy Avocado Dip,85,1571.94,133614.9,error: undefined method `first' for nil:NilClass
696,4/19/2024,696,Izabel Harnetty,Indonesia,696,Clothing,Eco-Friendly Yoga Blocks,47,675.13,31731.11,error: undefined method `first' for nil:NilClass
697,6/18/2026,697,Levon Eddington,Ukraine,697,Electronics,Self-Watering Planters,35,1770.26,61959.1,error: undefined method `first' for nil:NilClass
698,5/29/2023,698,Culley Fawlo,Indonesia,698,Home Decor,Honey Nut Cheerios,62,805.99,49971.38,error: undefined method `first' for nil:NilClass
699,4/15/2024,699,Ricoriki Swinburn,China,699,Pet Supplies,Tattoo Kit,44,1504.28,66188.32,error: undefined method `first' for nil:NilClass
700,10/19/2023,700,Vivianne Trousdell,Indonesia,700,Pet Supplies,Maple Bacon Potato Chips,41,443.86,18198.26,error: undefined method `first' for nil:NilClass
701,5/22/2021,701,Aridatha Cozins,Finland,701,Outdoor Gear,Chia Seed Pudding,86,170.41,14655.26,error: undefined method `first' for nil:NilClass
702,5/3/2022,702,Tammy Loren,Russia,702,Pet Supplies,Spicy Thai Coconut Soup,68,395.4,26887.2,error: undefined method `first' for nil:NilClass
703,8/24/2024,703,Amandie Aurelius,China,703,Electronics,Portable Blender,60,1440.13,86407.8,error: undefined method `first' for nil:NilClass
704,11/16/2026,704,Aurora Atwill,Russia,704,Outdoor Gear,Pet Water Fountain with Filtration,82,267.97,21973.54,error: undefined method `first' for nil:NilClass
705,9/25/2024,705,Flinn Sherrington,China,705,Home Decor,Pineapple Chunks (canned),54,1443.06,77925.24,error: undefined method `first' for nil:NilClass
706,12/29/2023,706,Antony Le Gallo,Russia,706,Clothing,Indestructible Dog Toy,3,390.68,1172.04,error: undefined method `first' for nil:NilClass
707,3/22/2022,707,Kleon McKee,Poland,707,Pet Supplies,Lemon Dill Chicken Skewers,4,1872.98,7491.92,error: undefined method `first' for nil:NilClass
708,5/13/2022,708,Bren Cornau,Sweden,708,Electronics,Basil Lemonade,42,1323.94,55605.48,error: undefined method `first' for nil:NilClass
709,7/5/2026,709,Corinne Gerrell,Indonesia,709,Outdoor Gear,Kombucha Drink,73,1067.77,77947.21,error: undefined method `first' for nil:NilClass
710,12/5/2022,710,Burke Hardstaff,China,710,Clothing,Veggie Lovers Pizza,61,1389.85,84780.85,error: undefined method `first' for nil:NilClass
711,7/18/2026,711,Othelia Koppen,Venezuela,711,Home Decor,Egg Noodles,28,260.67,7298.76,error: undefined method `first' for nil:NilClass
712,10/18/2024,712,Dawn Miall,Nigeria,712,Outdoor Gear,Spicy Snack Mix,12,1219.88,14638.56,error: undefined method `first' for nil:NilClass
713,4/1/2020,713,Khalil Overstall,Philippines,713,Outdoor Gear,Jump Rope with Counter,82,1192.35,97772.7,error: undefined method `first' for nil:NilClass
714,11/9/2020,714,Carlynn Hanretty,Brazil,714,Pet Supplies,Noise Cancelling Ear Muffs,59,1116.38,65866.42,error: undefined method `first' for nil:NilClass
715,3/11/2020,715,Lida McCoveney,Philippines,715,Home Decor,Rustic Wooden Picture Frame,19,499.38,9488.22,error: undefined method `first' for nil:NilClass
716,1/3/2025,716,Nancee Cuthbertson,Ukraine,716,Outdoor Gear,Baked Falafel Balls,48,1287.89,61818.72,error: undefined method `first' for nil:NilClass
717,7/7/2024,717,Rahel Olsen,Brazil,717,Home Decor,Whole Roasted Chicken,52,161.71,8408.92,error: undefined method `first' for nil:NilClass
718,11/6/2025,718,Purcell Placido,Venezuela,718,Beauty Products,Car Diagnostic Scanner,32,870.4,27852.8,error: undefined method `first' for nil:NilClass
719,5/15/2021,719,Dulcea Broderick,China,719,Outdoor Gear,Yoga Mat,74,1524.07,112781.18,error: undefined method `first' for nil:NilClass
720,1/16/2024,720,Doralia McCormack,Russia,720,Clothing,Honey Almond Granola Bars,78,1621.05,126441.9,error: undefined method `first' for nil:NilClass
721,11/9/2022,721,Guinna Lorait,Philippines,721,Pet Supplies,Window Bird Feeder with Suction Cups,69,676.19,46657.11,error: undefined method `first' for nil:NilClass
722,1/18/2025,722,Gray Penn,Ecuador,722,Clothing,Saffron Rice Mix,94,1462.51,137475.94,error: undefined method `first' for nil:NilClass
723,1/24/2024,723,Lorrayne Geffe,Thailand,723,Beauty Products,Travel Jewelry Organizer,52,688.12,35782.24,error: undefined method `first' for nil:NilClass
724,5/12/2026,724,Maurie Lyven,Indonesia,724,Beauty Products,Zesty Garlic Marinade,72,1088.61,78379.92,error: undefined method `first' for nil:NilClass
725,9/6/2020,725,Rubina Fundell,Cuba,725,Clothing,Cucumber Relish,51,320.14,16327.14,error: undefined method `first' for nil:NilClass
726,6/15/2022,726,Mal Borrie,China,726,Electronics,Crispy Onion Rings,58,143.69,8334.02,error: undefined method `first' for nil:NilClass
727,4/24/2024,727,Pamela Pischel,Laos,727,Beauty Products,Organic Coconut Flour,77,1421.51,109456.27,error: undefined method `first' for nil:NilClass
728,4/10/2021,728,Hasty Clewlowe,Brazil,728,Clothing,Chic Ankle Strap Heels,86,37.72,3243.92,error: undefined method `first' for nil:NilClass
729,6/3/2020,729,Horacio Westgate,China,729,Home Decor,Diced Tomatoes (canned),65,1242.4,80756,error: undefined method `first' for nil:NilClass
730,1/29/2023,730,Beaufort Meus,Sweden,730,Pet Supplies,Handmade Leather Wallet,78,889.4,69373.2,error: undefined method `first' for nil:NilClass
731,10/31/2025,731,Geri Harold,Ukraine,731,Home Decor,Gluten-Free Pancake Mix,39,1043.62,40701.18,error: undefined method `first' for nil:NilClass
732,11/4/2025,732,Averyl Crickmer,Brazil,732,Electronics,Decorative Throw Pillows,9,1074.91,9674.19,error: undefined method `first' for nil:NilClass
733,11/4/2021,733,Olenolin Grinvalds,Guatemala,733,Outdoor Gear,Garam Masala Spice Blend,72,1628.31,117238.32,error: undefined method `first' for nil:NilClass
734,6/21/2021,734,Hillel Mossdale,United States,734,Clothing,Wine Decanter,52,791.3,41147.6,error: undefined method `first' for nil:NilClass
735,3/21/2026,735,Lura Enterle,Philippines,735,Clothing,Canned Sardines,40,1261.84,50473.6,error: undefined method `first' for nil:NilClass
736,2/26/2026,736,Lanny Tomkinson,Kazakhstan,736,Pet Supplies,Plant-Based Protein Bars,29,1804.89,52341.81,error: undefined method `first' for nil:NilClass
737,12/14/2021,737,Berkeley Hunsworth,Philippines,737,Clothing,Oven Mitts with Pocket,19,1827.08,34714.52,error: undefined method `first' for nil:NilClass
738,12/4/2026,738,Lucila Alessandrelli,China,738,Electronics,Faux Leather Leggings,69,1216.85,83962.65,error: undefined method `first' for nil:NilClass
739,11/15/2025,739,Brooke Spruce,Argentina,739,Home Decor,Ergonomic Gaming Chair,78,540.9,42190.2,error: undefined method `first' for nil:NilClass
740,3/9/2022,740,Ozzie Allred,Brazil,740,Clothing,Honey Sesame Chicken,70,1788.53,125197.1,error: undefined method `first' for nil:NilClass
741,7/11/2020,741,Marcellus McGorman,Azerbaijan,741,Home Decor,Spicy Hummus,55,583.09,32069.95,error: undefined method `first' for nil:NilClass
742,10/20/2022,742,Devy Fetters,China,742,Beauty Products,Collapsible Storage Crates,63,1003.83,63241.29,error: undefined method `first' for nil:NilClass
743,12/21/2026,743,Fraser Blitzer,Canada,743,Clothing,Handcrafted Wooden Jewelry Box,83,88.95,7382.85,error: undefined method `first' for nil:NilClass
744,4/2/2022,744,Julianne Graeser,Czech Republic,744,Pet Supplies,Personalized Keychain,3,543.57,1630.71,error: undefined method `first' for nil:NilClass
745,12/16/2020,745,Judd Prewer,Portugal,745,Outdoor Gear,Himalayan Salt Grinder,95,1220.06,115905.7,error: undefined method `first' for nil:NilClass
746,5/23/2020,746,Quentin Knill,China,746,Home Decor,Soft Plush Throw Blanket,31,1897.97,58837.07,error: undefined method `first' for nil:NilClass
747,11/3/2026,747,Krishnah Snalum,Russia,747,Electronics,Customizable Photo Calendar,54,1193.95,64473.3,error: undefined method `first' for nil:NilClass
748,10/11/2024,748,Bunnie Shawcroft,Australia,748,Home Decor,Animal Paw Print Soap Dispenser,54,168.89,9120.06,error: undefined method `first' for nil:NilClass
749,1/26/2022,749,Anton Clemmow,United States,749,Beauty Products,Banana Chips,82,1713.56,140511.92,error: undefined method `first' for nil:NilClass
750,3/9/2020,750,Veradis Ivanichev,Poland,750,Pet Supplies,Heavy Duty Gardening Tool Set,71,1626.45,115477.95,error: undefined method `first' for nil:NilClass
751,4/14/2023,751,Gibbie Peplow,France,751,Home Decor,Whole Wheat Bread,86,362.96,31214.56,error: undefined method `first' for nil:NilClass
752,4/8/2024,752,Madeline Exeter,Thailand,752,Home Decor,Travel Hair Straightener,11,134.99,1484.89,error: undefined method `first' for nil:NilClass
753,1/4/2020,753,Fayina Woodall,Norway,753,Pet Supplies,Multifunctional Pocket Tool,14,1480.39,20725.46,error: undefined method `first' for nil:NilClass
754,7/4/2024,754,Olly Yukhnevich,Poland,754,Home Decor,Pumpkin Waffles,48,1066.38,51186.24,error: undefined method `first' for nil:NilClass
755,3/24/2025,755,Dex Scrancher,China,755,Outdoor Gear,Kale Caesar Salad Kit,3,149.72,449.16,error: undefined method `first' for nil:NilClass
756,11/21/2023,756,Sauncho Rowatt,Indonesia,756,Pet Supplies,Kids' Outdoor Explorer Kit,13,586.14,7619.82,error: undefined method `first' for nil:NilClass
757,6/13/2025,757,Torry Bowcher,Indonesia,757,Pet Supplies,Pet Camera with Treat Dispenser,41,892.27,36583.07,error: undefined method `first' for nil:NilClass
758,1/31/2023,758,Toni Hardwick,Albania,758,Outdoor Gear,Basil Pesto Pasta,42,1273.42,53483.64,error: undefined method `first' for nil:NilClass
759,5/19/2025,759,Constantino Worlidge,Russia,759,Clothing,Electric Toothbrush Holder,77,1374.2,105813.4,error: undefined method `first' for nil:NilClass
760,8/2/2021,760,Vern Peepall,Argentina,760,Outdoor Gear,Outdoor Camping Hammock,63,1964.08,123737.04,error: undefined method `first' for nil:NilClass
761,5/24/2026,761,Zane Trussell,France,761,Pet Supplies,Dark Chocolate Covered Almonds,93,782.14,72739.02,error: undefined method `first' for nil:NilClass
762,7/12/2025,762,Penn Reinbech,China,762,Home Decor,Chicken Fajita Kit,30,956.23,28686.9,error: undefined method `first' for nil:NilClass
763,7/30/2026,763,Letta Saura,Honduras,763,Clothing,Herbal Tea Sampler Box,92,1672.37,153858.04,error: undefined method `first' for nil:NilClass
764,11/7/2023,764,Murial Merwe,Venezuela,764,Home Decor,Silicone Stretch Lids,91,1596.75,145304.25,error: undefined method `first' for nil:NilClass
765,11/11/2020,765,Anastassia Stolle,Russia,765,Pet Supplies,Magnetic Spice Jars,67,283.32,18982.44,error: undefined method `first' for nil:NilClass
766,1/4/2022,766,Rozamond McMorland,Sweden,766,Home Decor,Solar Power Bank,88,276.27,24311.76,error: undefined method `first' for nil:NilClass
767,3/16/2020,767,Adey Clem,Russia,767,Clothing,Surimi Crab Sticks,31,496.53,15392.43,error: undefined method `first' for nil:NilClass
768,12/5/2026,768,Nessa Wyon,Czech Republic,768,Electronics,Recipe Book Stand,62,273.94,16984.28,error: undefined method `first' for nil:NilClass
769,1/6/2024,769,Dewain Paule,China,769,Clothing,Herbal Tea Sampler Box,90,1792.81,161352.9,error: undefined method `first' for nil:NilClass
770,6/18/2022,770,Minette Tuckerman,China,770,Electronics,Peanut Butter Banana Smoothie,86,1242.99,106897.14,error: undefined method `first' for nil:NilClass
771,11/21/2022,771,Bard Faint,Argentina,771,Home Decor,Desk Lamp with USB Port,97,419.81,40721.57,error: undefined method `first' for nil:NilClass
772,12/19/2020,772,Elijah Gaylor,Philippines,772,Electronics,Spinach and Feta Stuffed Chicken Breast,81,1136.47,92054.07,error: undefined method `first' for nil:NilClass
773,8/16/2024,773,Doug Oakhill,China,773,Pet Supplies,Fruit and Nut Medley,18,213.4,3841.2,error: undefined method `first' for nil:NilClass
774,6/3/2020,774,Jeana Millmore,Vietnam,774,Electronics,Classic Caesar Salad Kit,46,1121.26,51577.96,error: undefined method `first' for nil:NilClass
775,7/13/2024,775,Gale Shale,Palestinian Territory,775,Clothing,Electric Pressure Washer,63,635.84,40057.92,error: undefined method `first' for nil:NilClass
776,3/1/2022,776,Guillema Thunderman,China,776,Outdoor Gear,Dried Mango Slices,54,1410.51,76167.54,error: undefined method `first' for nil:NilClass
777,6/3/2026,777,Ailsun Brash,Belarus,777,Beauty Products,Spice Rack,8,1958.73,15669.84,error: undefined method `first' for nil:NilClass
778,12/28/2026,778,Regine Potebury,Russia,778,Clothing,Travel Yoga Mat,59,833.51,49177.09,error: undefined method `first' for nil:NilClass
779,4/29/2022,779,Ronda Sorrie,Japan,779,Home Decor,Wooden Toy Train Set,19,1298.97,24680.43,error: undefined method `first' for nil:NilClass
780,7/29/2023,780,Aurora Hulcoop,Brazil,780,Outdoor Gear,Granola Cereal,10,1725.73,17257.3,error: undefined method `first' for nil:NilClass
781,4/14/2021,781,Katina Wanklin,Iran,781,Home Decor,Taro Chips,51,183.71,9369.21,error: undefined method `first' for nil:NilClass
782,11/20/2023,782,Harmony Sedgman,Indonesia,782,Outdoor Gear,Travel Document Organizer,24,1608.17,38596.08,error: undefined method `first' for nil:NilClass
783,10/18/2023,783,Lillis Bage,Norway,783,Outdoor Gear,Sun-Dried Tomatoes,82,1765.32,144756.24,error: undefined method `first' for nil:NilClass
784,1/24/2024,784,Donni Edbrooke,Iran,784,Outdoor Gear,Travel Pillow with Memory Foam,6,367.82,2206.92,error: undefined method `first' for nil:NilClass
785,2/4/2022,785,Rosemaria Haestier,United States,785,Pet Supplies,Mini Projector for Smartphones,22,1887.95,41534.9,error: undefined method `first' for nil:NilClass
786,4/20/2020,786,Nellie Endean,Democratic Republic of the Congo,786,Clothing,Non-Stick Baking Sheets,74,552.2,40862.8,error: undefined method `first' for nil:NilClass
787,9/14/2023,787,Marie-jeanne Winterson,Czech Republic,787,Clothing,Nut Mix,73,151.54,11062.42,error: undefined method `first' for nil:NilClass
788,8/24/2026,788,Dun Brambley,Russia,788,Beauty Products,Black Bean & Corn Salad,48,1876.38,90066.24,error: undefined method `first' for nil:NilClass
789,5/11/2025,789,Paddie Sizeland,Argentina,789,Pet Supplies,Smart Light Bulbs,3,637.42,1912.26,error: undefined method `first' for nil:NilClass
790,11/14/2025,790,Donavon Job,Serbia,790,Electronics,Active Racerback Tank,81,903.39,73174.59,error: undefined method `first' for nil:NilClass
791,8/8/2024,791,Vachel Kynvin,Indonesia,791,Pet Supplies,Smartphone Camera Lens Kit,27,1023.27,27628.29,error: undefined method `first' for nil:NilClass
792,11/14/2025,792,Aldis Burnet,Indonesia,792,Electronics,Kettle Chip Variety Pack,24,756.64,18159.36,error: undefined method `first' for nil:NilClass
793,7/21/2020,793,Harmony Tobias,Norway,793,Beauty Products,Vegetable Broth,27,302.87,8177.49,error: undefined method `first' for nil:NilClass
794,11/26/2022,794,Belvia Tzarkov,Poland,794,Clothing,Honey Garlic Sauce,45,1650.26,74261.7,error: undefined method `first' for nil:NilClass
795,3/30/2022,795,Fanny Leeves,Colombia,795,Outdoor Gear,Honey Lemon Tea,98,627.44,61489.12,error: undefined method `first' for nil:NilClass
796,2/24/2020,796,Deidre Parkes,China,796,Electronics,Portable Solar Generator,24,115.28,2766.72,error: undefined method `first' for nil:NilClass
797,6/4/2021,797,Delmore Grigoroni,China,797,Clothing,Sesame Oil,87,745.5,64858.5,error: undefined method `first' for nil:NilClass
798,9/30/2023,798,Archaimbaud Gwillim,Poland,798,Pet Supplies,Almond Crunch Granola Bars,31,485.86,15061.66,error: undefined method `first' for nil:NilClass
799,8/28/2023,799,Devinne Batalle,Portugal,799,Clothing,Herbal Garden Starter Kit,42,638.63,26822.46,error: undefined method `first' for nil:NilClass
800,10/7/2024,800,Chelsea Skeates,Indonesia,800,Outdoor Gear,Grilled Vegetable Medley,52,583.09,30320.68,error: undefined method `first' for nil:NilClass
801,9/1/2023,801,Cobb O' Flaherty,Ukraine,801,Home Decor,Honey BBQ Riblets,56,1171.18,65586.08,error: undefined method `first' for nil:NilClass
802,12/10/2021,802,Ichabod Haylands,Chile,802,Home Decor,Set of Herb Garden Markers,83,1550.35,128679.05,error: undefined method `first' for nil:NilClass
803,11/30/2026,803,Maribeth Antonik,Philippines,803,Outdoor Gear,Hiking Boots,92,1293.1,118965.2,error: undefined method `first' for nil:NilClass
804,10/26/2021,804,Chrotoem McMakin,Estonia,804,Home Decor,Chocolate Mint Cookies,10,1480.37,14803.7,error: undefined method `first' for nil:NilClass
805,7/29/2020,805,Maritsa Crates,Poland,805,Home Decor,Wireless Security Camera,17,435.67,7406.39,error: undefined method `first' for nil:NilClass
806,3/27/2022,806,Jill Skey,China,806,Beauty Products,Maple Pecan Pancake Mix,59,1513.73,89310.07,error: undefined method `first' for nil:NilClass
807,3/28/2024,807,Zarla Worrill,Uzbekistan,807,Home Decor,Adjustable Kneeling Pad,65,704.64,45801.6,error: undefined method `first' for nil:NilClass
808,12/4/2025,808,Albrecht Yedy,Philippines,808,Outdoor Gear,Camping Chair,45,1950.7,87781.5,error: undefined method `first' for nil:NilClass
809,5/4/2020,809,Allin Plane,Indonesia,809,Beauty Products,Kids' Activity Book,48,147.5,7080,error: undefined method `first' for nil:NilClass
810,8/31/2020,810,Borg Stoyle,Poland,810,Clothing,Vegetable Medley,22,230.74,5076.28,error: undefined method `first' for nil:NilClass
811,6/20/2024,811,Darrick McCreery,China,811,Clothing,Travel Yoga Mat,12,1602.44,19229.28,error: undefined method `first' for nil:NilClass
812,5/15/2026,812,Loralyn Freeland,Sri Lanka,812,Home Decor,Kale Chips,34,1575.09,53553.06,error: undefined method `first' for nil:NilClass
813,3/9/2023,813,Ingeborg Millin,Bulgaria,813,Beauty Products,Organic Almonds,61,277.1,16903.1,error: undefined method `first' for nil:NilClass
814,9/16/2021,814,Forrester Junifer,Brazil,814,Outdoor Gear,Cajun Seasoning,75,1368.45,102633.75,error: undefined method `first' for nil:NilClass
815,11/25/2024,815,Kipp Sherlaw,Philippines,815,Pet Supplies,Smoked Gouda Cheese,13,748.37,9728.81,error: undefined method `first' for nil:NilClass
816,11/4/2024,816,Lani Kulis,Russia,816,Beauty Products,Faux Fur Coat,55,895.83,49270.65,error: undefined method `first' for nil:NilClass
817,2/1/2025,817,Cordy Grundell,Russia,817,Home Decor,Foot Spa Bath Massager,79,922.77,72898.83,error: undefined method `first' for nil:NilClass
818,8/30/2020,818,Alvis Wagon,North Korea,818,Electronics,Stuffed Bell Peppers,72,495.72,35691.84,error: undefined method `first' for nil:NilClass
819,11/23/2026,819,Dasie Nice,Peru,819,Home Decor,Flavored Rice Cakes,28,1376.37,38538.36,error: undefined method `first' for nil:NilClass
820,8/27/2025,820,Cristin Gashion,Afghanistan,820,Pet Supplies,Snack Container Set,19,664.84,12631.96,error: undefined method `first' for nil:NilClass
821,11/21/2020,821,Ida Yezafovich,Russia,821,Clothing,Heated Throw Blanket,65,1073.47,69775.55,error: undefined method `first' for nil:NilClass
822,3/8/2022,822,Court Sotheron,Poland,822,Outdoor Gear,Electric Hot Water Dispenser,4,1540.11,6160.44,error: undefined method `first' for nil:NilClass
823,4/8/2024,823,Deirdre Blonfield,China,823,Clothing,Microfiber Cleaning Cloth Set,36,480.47,17296.92,error: undefined method `first' for nil:NilClass
824,8/19/2020,824,Aluino Labrom,Uruguay,824,Pet Supplies,Wall Art Stickers,48,1025.82,49239.36,error: undefined method `first' for nil:NilClass
825,4/19/2021,825,Louisa Biagi,Switzerland,825,Pet Supplies,Digital Stopwatch Timer,29,171,4959,error: undefined method `first' for nil:NilClass
826,6/13/2021,826,Sterne O' Ronan,Sweden,826,Pet Supplies,Sushi Roll Kit,2,439.75,879.5,error: undefined method `first' for nil:NilClass
827,4/30/2026,827,Berte Niccolls,Philippines,827,Electronics,Honey Wheat Pretzels,22,357.44,7863.68,error: undefined method `first' for nil:NilClass
828,3/14/2020,828,Lotte Yarrall,Russia,828,Electronics,Blackberry Compote,51,1301.05,66353.55,error: undefined method `first' for nil:NilClass
829,12/9/2026,829,Emmery Hassan,Nepal,829,Electronics,Scent Diffuser,78,443.43,34587.54,error: undefined method `first' for nil:NilClass
